小韻次序	代表字	全部字	反切	編碼	切韻拼音	unt切韻擬音L	unt切韻擬音J	潘悟雲擬音
3170	懺	懺儳摲𤮭㺖嚵	楚鑒	T7C	tsrhaemh	tʂʰàˤm	tʂʰàˤm	tʂʰɣæm˥˩
3171	覱	覱𩈻𩅼	子鑑	S7C	tsraemh	tʂàˤm	tʂàˤm	tʂɣæm˥˩
3172	釤	釤䀐㣌	所鑑	V7C	sraemh	ʂàˤm	ʂàˤm	ʂɣæm˥˩
3173	㒈	㒈譀闞	許鑑	i7C	haemh	χàˤm	χàˤm	hɣæm˥˩
3174	埿	埿湴	蒲鑑	C7C	baemh	ᵬàˤm	bàˤm	bɣæm˥˩
3175	㽉	㽉㯺	胡懺	j7C	ghaemh	ʁàˤm	ʁàˤm	ɦɣæm˥˩
3176	鑱	鑱䪌欃䳻讒艬	士懺	U7C	dzraemh	dʐàˤm	dʐàˤm	dʐɣæm˥˩
3177	𪒠	𪒠	無	h7C	qaemh	ʡàˤm	ʡàˤm	ʔɣæm˥˩
3178	梵	梵帆颿	扶泛	C9C	buomh	bə̀m	bʋə̀m	bɨam˥˩
3179	汎	汎泛𠆩䀀𥁔氾䒦姂	孚梵	B9C	phuomh	pʰə̀m	pʰʋə̀m	pʰɨam˥˩
3180	劒	劔	居欠	d8C	kyomh	kə̀m	kj̈ə̀m	kɨam˥˩
3181	欠	欠㐸	去劒	e8C	khyomh	kʰə̀m	kʰj̈ə̀m	kʰɨam˥˩
3182	俺	俺㤿淹𦑎㛪裺䛳覎	於劒	h8C	qyomh	ʔə̀m	ʔj̈ə̀m	ʔɨam˥˩
3183	屋	屋𡲃𦤼剭𨜘𪑱䑁	烏谷	hAD	qouk	ʡuq	ʡuq	ʔuk꜊
3184	獨	獨黷讟髑䫳殰讀櫝牘儥㾄贕碡䢱䮷皾𤟩襡韣瓄瀆𨽍豄韇嬻犢𪇆罜㒔匵	徒谷	GAD	douk	duq	duq	duk꜊
3185	穀	穀糓轂榖濲谷瑴𪇗𣨍𪕸䜼𧣡䐨𤞞𥆌䀰唂	古祿	dAD	kouk	quq	quq	kuk꜊
3186	縠	縠槲斛螜𧂔礐觳蔛𣫈𣹬䶜㽇䈸焀	胡谷	jAD	ghouk	ʁuq	ʁuq	ɦuk꜊
3187	哭	哭䍍㲉𪍠䧊䵈㲄𣫓	空谷	eAD	khouk	qʰuq	qʰuq	kʰuk꜊
3188	禿	秃𣬜䛢𢬳鵚	他谷	FAD	thouk	tʰuq	tʰuq	tʰuk꜊
3189	豰	𣫔啄䐁𡰪𧞐𢽴竺剢	丁木	EAD	touk	tuq	tuq	tuk꜊
3190	速	速遬𧫣蔌餗𩱖𧐒樕𣫎㑛梀𪋝藗殐嗽𡖯棴涑	桑谷	QAD	souk	suq	suq	suk꜊
3191	祿	禄鹿漉渌觻睩䚄龣𨏔轆㼾𦪇琭簏箓螰䍡麓㯟碌盝𥂖䮽磟簶𧌍谷娽𥉶摝𥛞𦌟𥂇𤽺廘角𥪋彔濼鏕趢䎑𨌠㪖𩅄蔍鄜	盧谷	IAD	louk	ɫuq	ɫuq	luk꜊
3192	嗀	嗀豰熇𦞦𧹲㷤嚛	呼木	iAD	houk	χuq	χuq	huk꜊
3193	族	族銼鑿	昨木	PAD	dzouk	dzuq	dzuq	dzuk꜊
3194	瘯	瘯䃚蔟趗梀簇	千木	OAD	tshouk	tsʰuq	tsʰuq	tsʰuk꜊
3195	鏃	鏃鎐	作木	NAD	tsouk	tsuq	tsuq	tsuk꜊
3196	暴	暴曝瀑䗱㲫樸僕䑑𥐁菐𡕡穙	蒲木	CAD	bouk	ᵬuq	buq	buk꜊
3197	扑	扑醭濼墣𥣜𪔿攴撲骲𪐙䴆	普木	BAD	phouk	ᵱʰuq	pʰuq	pʰuk꜊
3198	卜	卜濮䧤轐𡡐樸獛蹼纀襆𩯏䪁鳪𪇰	博木	AAD	pouk	ᵱuq	puq	puk꜊
3199	木	木沐朷毣鶩霂𨍎㡔蓩艒鞪楘蚞	莫卜	DAD	mouk	ᵯuq	muq	muk꜊
3200	福	福腹複幅輻𠋩葍蝠𥳇鍑鶝踾輹菐偪楅𦿁	方六	ABD	puk	puq	pʋuq	pɨuk꜊
3201	伏	伏復虙服𦨈茯馥鵩鞴蕧輹𨋩澓椱洑箙𩋟𨌥𤸑𪃃𩢰𥨍棴复畐𩊙絥𩎧菔匐鰒𥪋栿	房六	CBD	buk	buq	bʋuq	bɨuk꜊
3202	縮	縮莤𩘹𧼭樎謖䎘㩋蹜摍𧐴摵謏	所六	VBD	sruk	ʂuq	ʂuq	ʂɨuk꜊
3203	六	六陸戮剹勠稑穋鵱蓼𦾷𩣱鯥𦸐磟𧌉淕䡜坴𡴆踛僇𥚊	力竹	IBD	luk	luq	luq	lɨuk꜊
3204	逐	逐軸碡妯舳鱁𧏿筑蓫柚䮱篴	直六	LBD	druk	ɖuq	ɖuq	ɖɨuk꜊
3205	菊	菊鞠蘜𧃓㥌𡙳掬匊𥷤𦶗鞫𡫬𥩁㹼𪈓鵴𨸰㘲㽤䱡椈巈𦥑䳔𩛺諊𩬜踘閰𣐊𧿻泦趜	居六	dBD	kuk	kuq	kj̈uq	kɨuk꜊
3206	麴	麴𥶶𩍔鞠𠤄	驅匊	eBD	khuk	kʰuq	kʰj̈uq	kʰɨuk꜊
3207	熟	熟孰淑塾𨷙璹婌䃞	殊六	ZBD	djuk	dʑuq	dʑuq	dʑɨuk꜊
3208	俶	俶柷琡𣥹埱	昌六	YBD	tjhuk	tɕʰuq	tɕʰuq	tɕʰɨuk꜊
3209	育	育毓鬻粥𩱱䋭𧷗儥棛錥煜焴昱蒮淯蜟𢌻堉喅𤳕𥉑逳𦱀蘛	余六	lBD	juk	juq	juq	jɨuk꜊
3210	驧	驧𩣽趜䱡鵴𪁁鞠毱䗇踘䜯𠤄	渠竹	fBD	guk	ɡuq	ɡj̈uq	ɡɨuk꜊
3211	鼀	鼀蹴殧	七宿	OBD	tshuk	tsʰjuq	tsʰjuq	tsʰɨuk꜊
3212	肉	肉衄鮞	如六	cBD	njuk	ɲuq	ɲuq	ȵɨuk꜊
3213	粥	粥喌祝柷琡	之六	XBD	tjuk	tɕuq	tɕuq	tɕɨuk꜊
3214	叔	叔儵倐透虪𨁀鮛掓𢞣翛尗菽㶖	式竹	aBD	sjuk	ɕuq	ɕuq	ɕɨuk꜊
3215	蓄	蓄稸畜𤲸㜅鄐荲蓫慉𥈆	許竹	iBD	huk	xuq	xj̈uq	hɨuk꜊
3216	竹	竹竺筑築𥴁茿	張六	JBD	truk	ʈuq	ʈuq	ʈɨuk꜊
3217	蹙	蹙踧𧑙𠴫㗤噈摵槭殧𣤶𥷛縬𣢰𦟠顣䙘蹴	子六	NBD	tsuk	tsjuq	tsjuq	tsɨuk꜊
3218	珿	珿矗𪘏𨴖𧯩䎌	初六	TBD	tsrhuk	tʂʰuq	tʂʰuq	tʂʰɨuk꜊
3219	朒	肭恧𦗂忸衄䖡䂇沑	女六	MBD	nruk	ɳuq	ɳuq	ɳɨuk꜊
3220	縬	縬𡎺	側六	SBD	tsruk	tʂuq	tʂuq	tʂɨuk꜊
3221	蝮	蝮覆蕧𩯅副㙏𥨍䔰	芳福	BBD	phuk	pʰuq	pʰʋuq	pʰɨuk꜊
3222	郁	郁戫彧燠栯噢墺䐿薁澳隩䉛𣢜𨞓𪑝稶懊㰲𠸹𨪎	於六	hBD	quk	ʔuq	ʔj̈uq	ʔɨuk꜊
3223	肅	肅宿蓿夙𠉦𠈇玊鷫𪂸蟰驌䎘𩘹鱐䃤𤥔潚橚㩋䑿㑉璛㪩	息逐	QBD	suk	sjuq	sjuq	sɨuk꜊
3224	目	目睦穆苜𦱒牧㙁繆萺㣎㾇	莫六	DBD	muk	muq	mʋuq	mɨuk꜊
3225	囿	囿哊	于六	kBD	uk	wuq	wuq	ɦɨuk꜊
3226	蓄	蓄稸滀苖荲蓫敊傗鄐矗	丑六	KBD	trhuk	ʈʰuq	ʈʰuq	ʈʰɨuk꜊
3227	砡	砡	魚菊	gBD	nguk	ŋuq	ŋj̈uq	ŋɨuk꜊
3228	𣤶	𣤶	才六	PBD	dzuk	dzjuq	dzjuq	dzɨuk꜊
3229	沃	沃鋈鱟䑁䁷觷䮸	烏酷	hCD	qok	ʡoq	ʡoq	ʔu̯ok꜊
3230	毒	毒𡹆𦺇蝳瑇纛𢃶碡	徒沃	GCD	dok	doq	doq	du̯ok꜊
3231	篤	篤竺督𧝴𧛔𧞶錖𤬂𥓍裻𡰪	冬毒	ECD	tok	toq	toq	tu̯ok꜊
3232	酷	酷焅𥞴嚳硞𡷥	苦沃	eCD	khok	qʰoq	qʰoq	kʰu̯ok꜊
3233	鵠	鵠㿥翯隺𤌍頶𨴬礐	胡沃	jCD	ghok	ʁoq	ʁoq	ɦu̯ok꜊
3234	僕	僕瞨鏷䗱轐䴆	蒲沃	CCD	bok	ᵬoq	boq	bu̯ok꜊
3235	洬	洬裻	先篤	QCD	sok	soq	soq	su̯ok꜊
3236	梏	梏牿䧼䅵告郜祰䧊䶜	古沃	dCD	kok	qoq	qoq	ku̯ok꜊
3237	瑁	瑁𣔺媢艒萺	莫沃	DCD	mok	ᵯoq	moq	mu̯ok꜊
3238	熇	熇臛嚛歊	火酷	iCD	hok	χoq	χoq	hu̯ok꜊
3239	褥	褥傉耨搙	內沃	HCD	nok	noq	noq	nu̯ok꜊
3240	傶	傶𣪻錊	將毒	NCD	tsok	tsoq	tsoq	tsu̯ok꜊
3241	襮	襮犦𪇰	博沃	ACD	pok	ᵱoq	poq	pu̯ok꜊
3242	濼	濼	盧毒	ICD	lok	ɫoq	ɫoq	lu̯ok꜊
3243	𤛹	𤛹	五沃	gCD	ngok	ɴoq	ɴoq	ŋu̯ok꜊
3244	燭	燭屬属矚䌵囑鸀䟉㰲噣蠾韣蠋	之欲	XDD	tjuok	tɕoq	tɕoq	tɕɨu̯o̝k꜊
3245	玉	玉獄鳿頊	魚欲	gDD	nguok	ŋoq	ŋj̈oq	ŋɨu̯o̝k꜊
3246	旭	旭頊勗𩔴𩪉	許玉	iDD	huok	xoq	xj̈oq	hɨu̯o̝k꜊
3247	輂	輂絭鋦挶𦥑梮䡞㮂䋰拲𦅽𧤑	居玉	dDD	kuok	koq	kj̈oq	kɨu̯o̝k꜊
3248	局	局跼駶侷䎤	渠玉	fDD	guok	ɡoq	ɡj̈oq	ɡɨu̯o̝k꜊
3249	蜀	蜀韣蠾欘䙱襩㒔襡屬属㻿鐲	市玉	ZDD	djuok	dʑoq	dʑoq	dʑɨu̯o̝k꜊
3250	觸	觸觕歜臅	尺玉	YDD	tjhuok	tɕʰoq	tɕʰoq	tɕʰɨu̯o̝k꜊
3251	辱	辱蓐褥鄏縟溽㦺媷嗕𪑾𩱜	而蜀	cDD	njuok	ɲoq	ɲoq	ȵɨu̯o̝k꜊
3252	束	束㑛	書玉	aDD	sjuok	ɕoq	ɕoq	ɕɨu̯o̝k꜊
3253	欲	欲浴鵒𩀑鋊輍慾𤞞谷	余蜀	lDD	juok	joq	joq	jɨu̯o̝k꜊
3254	躅	躅蠾蠋	直錄	LDD	druok	ɖoq	ɖoq	ɖɨu̯o̝k꜊
3255	錄	録渌䚄綠醁騄娽菉逯䱚籙碌䟿𧨹趢㫽㪖	力玉	IDD	luok	loq	loq	lɨu̯o̝k꜊
3256	曲	曲䱡䒼匤	丘玉	eDD	khuok	kʰoq	kʰj̈oq	kʰɨu̯o̝k꜊
3257	瘃	瘃𤷚孎斸钃欘𢒔	陟玉	JDD	truok	ʈoq	ʈoq	ʈɨu̯o̝k꜊
3258	足	足哫	即玉	NDD	tsuok	tsjoq	tsjoq	tsɨu̯o̝k꜊
3259	贖	贖𩌮䴰	神蜀	bDD	zjuok	ʑoq	ʑoq	ʑɨu̯o̝k꜊
3260	幞	幞襆	房玉	CDD	buok	boq	bʋoq	bɨu̯o̝k꜊
3261	促	促誎趗𤗁𦠁㹱	七玉	ODD	tshuok	tsʰjoq	tsʰjoq	tsʰɨu̯o̝k꜊
3262	續	續俗藚𩌮	似足	RDD	zuok	zjoq	zjoq	zɨu̯o̝k꜊
3263	粟	粟𥻆憟涑𣯼玊㔄	相玉	QDD	suok	sjoq	sjoq	sɨu̯o̝k꜊
3264	䪁	䪁	封曲	ADD	puok	poq	pʋoq	pɨu̯o̝k꜊
3265	梀	梀亍𥹵𧼙𢒔㙇豖	丑玉	KDD	trhuok	ʈʰoq	ʈʰoq	ʈʰɨu̯o̝k꜊
3266	覺	覺斠角桷較䡈珏瑴䮸䚫榷捔搉䁷梏傕䮤龣	古岳	dED	koeuk	qoˤq	qoˤq	kɣɔk꜊
3267	嶽	嶽岳樂鸑𩓥觷捳㹊	五角	gED	ngoeuk	ɴoˤq	ɴoˤq	ŋɣɔk꜊
3268	浞	浞丵鋜灂鷟捔澩篧汋齺𢋱簎	士角	UED	dzroeuk	dʐoˤq	dʐoˤq	dʐɣɔk꜊
3269	捉	捉穛𥼚穱斮篧𧂒	側角	SED	tsroeuk	tʂoˤq	tʂoˤq	tʂɣɔk꜊
3270	朔	朔欶嗽矟槊蒴數箾𦂗㮶揱𦋞	所角	VED	sroeuk	ʂoˤq	ʂoˤq	ʂɣɔk꜊
3271	斲	斲涿諑㧻琢孎卓桌𥢔啄斀啅噣𢁁䐁倬晫𢽚菿	竹角	JED	troeuk	ʈoˤq	ʈoˤq	ʈɣɔk꜊
3272	剝	剥駮駁𩐟𦢊嚗𥭖肑爆𪇰髉㿺䑈趵	北角	AED	poeuk	ᵱoˤq	poˤq	pɣɔk꜊
3273	邈	邈藐㦝眊皃毣瞀𢷕瞐	莫角	DED	moeuk	ᵯoˤq	moˤq	mɣɔk꜊
3274	雹	雹𩅟𢷏跑𩣡䮀骲𩺽䈏瓝瓟㼎謈犦豰窇𥭓𦢊懪㩧	蒲角	CED	boeuk	ᵬoˤq	boˤq	bɣɔk꜊
3275	璞	璞㩧樸朴㹒攴墣圤颮鞄謈𤆝𥛟㺪𧴤	匹角	BED	phoeuk	ᵱʰoˤq	pʰoˤq	pʰɣɔk꜊
3276	㱿	㱿毃愨搉確碻𤿩㲉觳燩嶨礐塙𣤇⿰隺犬硞𡴊埆𡇱	苦角	eED	khoeuk	qʰoˤq	qʰoˤq	kʰɣɔk꜊
3277	濁	濁擢濯鵫嬥𧃔鐲𢺡㺟鸀蠗鸐𩑂𢢗𩆸㪬	直角	LED	droeuk	ɖoˤq	ɖoˤq	ɖɣɔk꜊
3278	渥	渥握偓箹幄楃喔鷽葯腛𪑱齷媉𦯏龏𠿟䮸	於角	hED	qoeuk	ʡoˤq	ʡoˤq	ʔɣɔk꜊
3279	搦	搦掉䚥𧢺搙𧣺	女角	MED	nroeuk	ɳoˤq	ɳoˤq	ɳɣɔk꜊
3280	逴	逴趠晫踔㪬	敕角	KED	trhoeuk	ʈʰoˤq	ʈʰoˤq	ʈʰɣɔk꜊
3281	犖	犖䃕𡁆	呂角	IED	loeuk	ɫoˤq	ɫoˤq	lɣɔk꜊
3282	學	學确嶨𥀣鷽澩觷㿥翯	胡覺	jED	ghoeuk	ʁoˤq	ʁoˤq	ɦɣɔk꜊
3283	㕰	㕰豿𩌥翯嗀𦰾謞瀥䤕滈	許角	iED	hoeuk	χoˤq	χoˤq	hɣɔk꜊
3284	娖	娖䃗𪘏娕擉齱𥭓齪	測角	TED	tsrhoeuk	tʂʰoˤq	tʂʰoˤq	tʂʰɣɔk꜊
3285	質	質晊郅桎櫍蛭騭劕銍䑇鑕𡂒懫礩侄	之日	XVD	tjit	tɕit	tɕit	tɕit꜊
3286	日	日馹衵㠴臸	人質	cVD	njit	ɲit	ɲit	ȵit꜊
3287	實	實	神質	bVD	zjit	ʑit	ʑit	ʑit꜊
3288	秩	秩紩帙袠柣翐姪妷豑𣗻𧽮𡙮	直一	LVD	drit	ɖit	ɖit	ɖit꜊
3289	悉	悉厀膝蟋𧀬𦸝䊝僁窸	息七	QVD	sit	sit	sit	sit꜊
3290	一	一弌壹	於悉	hVD	qit	ʔit	ʔit	ʔit꜊
3291	七	七漆柒䣛𪄭桼⿳艹大雨𣛺𦸓㯃	親吉	OVD	tshit	tsʰit	tsʰit	tsʰit꜊
3292	匹	匹鷝𠯔䏘	譬吉	BVD	phit	pʰit	pʰit	pʰit꜊
3293	吉	吉趌狤拮𧾢郆洁𤿠	居質	dVD	kit	kit	kit	kit꜊
3294	暱	暱昵衵䵒䵑䘌㥾	尼質	MVD	nrit	ɳit	ɳit	ɳit꜊
3295	逸	逸佚佾溢軼鎰泆齸劮欥䭿䳀	夷質	lVD	jit	jit	jit	jit꜊
3296	詰	詰蛣𩢴趌	去吉	eVD	khit	kʰit	kʰit	kʰit꜊
3297	欯	欯欪咭恄㣟	許吉	iVD	hit	xit	xit	hit꜊
3298	抶	抶咥眣跮	丑栗	KVD	trhit	ʈʰit	ʈʰit	ʈʰit꜊
3299	栗	栗㮚𣡷慄溧䬆𠞉鷅凓篥麜𨍫瑮𦃊塛搮䔁㗚㟳	力質	IVD	lit	lit	lit	lit꜊
3300	窒	窒挃庢銍秷𦤻㲳㗧𪗻𨖹螲𥎹	陟栗	JVD	trit	ʈit	ʈit	ʈit꜊
3301	疾	疾𤕺嫉蒺㑵𧎿揤愱槉𠹋𧪠	秦悉	PVD	dzit	dzit	dzit	dzit꜊
3302	㓼	㓼𠞩𪘧䜉	初栗	TVD	tsrhyit	tʂʰit	tʂʰit	tʂʰɪt꜊
3303	失	失室𩋡	式質	aVD	sjit	ɕit	ɕit	ɕit꜊
3304	堲	堲㘍唧㲺𢪍𧉍蝍楖	資悉	NVD	tsit	tsit	tsit	tsit꜊
3305	蜜	蜜𧖅謐䤉榓𥁑宓淧𥋱	彌畢	DVD	mit	mit	mit	mit꜊
3306	必	必畢篳蓽韠㻫䟆蹕滭㪤鷝觱珌㓖熚𡠚彃㮿縪鮅饆鏎𠦒𡻞𥀕𥛘罼	卑吉	AVD	pit	pit	pit	pit꜊
3307	姞	姞佶鮚趌狤	巨乙	fVH	gyit	ɡɹit	ɡɹit	ɡɣit꜊
3308	邲	邲比柲馝苾䩛佖鮩駜坒飶綼鮅怭泌𨠔䖩吡𣢠咇妼	毗必	CVD	bit	bit	bit	bit꜊
3309	䫻	䫻𣅕汩𦳯㧒	于筆	kVL	uit	wɹit	wɹit	ɦʷit꜊
3310	率	率帥蟀𧍓䢦𠞩𧜠咰𠌭𧗿	所律	VVL	sruit	ʂwit	ʂwit	ʂʷit꜊
3311	叱	叱	昌栗	YVD	tjhit	tɕʰit	tɕʰit	tɕʰit꜊
3312	𪗨	𪗨	仕叱	UVD	dzryit	dʐit	dʐit	dʐɪt꜊
3313	密	密𡶇蔤宓滵沕樒𥄃𪅮𥉴	美筆	DVH	myit	mɹit	mɹit	mɣit꜊
3314	弼	弼𢐀㢸𠡂䄶𢘍駜胇邲佖	房密	CVH	byit	bɹit	bɹit	bɣit꜊
3315	乙	乙鳦亄	於筆	hVH	qyit	ʔɹit	ʔɹit	ʔɣit꜊
3316	耴	耴聉㔎𡿪圪𦨇𠡝	魚乙	gVH	ngyit	ŋɹit	ŋɹit	ŋɣit꜊
3317	筆	筆潷鉍柲泌𢴩咇㻶𨅗	鄙密	AVH	pyit	pɹit	pɹit	pɣit꜊
3318	茁	茁	徵筆	JVL	trwit	ʈwit	ʈwit	ʈʷit꜊
3319	肸	肸	羲乙	iVH	hyit	xɹit	xɹit	hɣit꜊
3320	暨	曁	居乙	dVH	kyit	kɹit	kɹit	kɣit꜊
3321	蛭	蛭	丁悉	JVD	trit	ʈit	ʈit	ʈit꜊
3322	獝	獝	況必	iVL	hwit	xwit	xwit	hʷit꜊
3323	術	術述秫术沭噊袕潏鱊驈𧑐	食聿	bVL	zjwit	ʑwit	ʑwit	ʑʷit꜊
3324	橘	橘𦺖繘𧾣𧽻䤎𦙮𣎛	居聿	dVL	kwit	kwit	kwit	kʷit꜊
3325	崒	崒踤誶捽	慈卹	PVL	dzwit	dzwit	dzwit	dzʷit꜊
3326	聿	聿鴪燏遹鷸驈繘𩙅潏矞霱𧑐䢖芛欥鱊噊䋖銉𦒔𥎐	餘律	lVL	jwit	jwit	jwit	jʷit꜊
3327	卒	卒𣨛䱣㰵啐	子聿	NVL	tswit	tswit	tswit	tsʷit꜊
3328	卹	䘏恤戌訹珬𧪞䳳賉𣸃㖅𧊥銊欰𥚋𨜿	辛聿	QVL	swit	swit	swit	sʷit꜊
3329	律	律寽繂膟䔞葎𥭐𠷈	呂卹	IVL	lwit	lwit	lwit	lʷit꜊
3330	黜	黜怵𧺶炪䟣㤕𤝞欪	丑律	KVL	trhwit	ʈʰwit	ʈʰwit	ʈʰʷit꜊
3331	㤕	㤕窋絀䂐㑁逫𡢑泏	竹律	JVL	trwit	ʈwit	ʈwit	ʈʷit꜊
3332	朮	术𦬸炢	直律	LVL	drwit	ɖwit	ɖwit	ɖʷit꜊
3333	出	出	赤律	YVL	tjhwit	tɕʰwit	tɕʰwit	tɕʰʷit꜊
3334	焌	焌	倉聿	OVL	tshwit	tsʰwit	tsʰwit	tsʰʷit꜊
3335	𠭴	𠭴𦦖	側律	SVL	tsruit	tʂwit	tʂwit	tʂʷit꜊
3336	䎀	䎉怴䬂𥄵	許聿	iVL	hwit	xwit	xwit	hʷit꜊
3337	櫛	櫛楖瀄㘉𥠈擳	阻瑟	SWD	tsryit	tʂit	tʂit	tʂɪt꜊
3338	瑟	瑟飋蟋蝨璱𦆄	所櫛	VWD	sryit	ʂit	ʂit	ʂɪt꜊
3339	𪗨	𪗨	崱瑟	UWD	dzryit	dʐit	dʐit	dʐɪt꜊
3340	物	物勿𣃦芴岉伆𨑥昒沕	文弗	DXD	mut	mut	mʋut	mɨut꜊
3341	弗	弗紱黻綍紼芾巿韍不𨚓翇柫𡗻髴冹帗𩖼笰𤊸甶	分勿	AXD	put	put	pʋut	pɨut꜊
3342	鬱	鬱欝灪爩𩚴黦𥘄菀尉熨蔚𩰪	紆物	hXL	qut	ʔut	ʔut	ʔɨut꜊
3343	𠀔	𠀔孒𦁐厥屈鶌趉𧱝𠜾䠇	九勿	dXL	kut	kut	kut	kɨut꜊
3344	屈	屈詘𧌑	區勿	eXL	khut	kʰut	kʰut	kʰɨut꜊
3345	倔	倔䠇崛𡲬䘿𡲗堀𧱝掘	衢物	fXL	gut	ɡut	ɡut	ɡɨut꜊
3346	佛	佛怫坲𡶒咈䞞刜𣀣炥	符弗	CXD	but	but	bʋut	bɨut꜊
3347	䬍	䬍𩘐欻𦱧㗵烼	許勿	iXL	hut	xut	xut	hɨut꜊
3348	䬑	䬑𢯮觱抭䁌𢔥	王勿	kXL	ut	wut	wut	ɦɨut꜊
3349	拂	拂𢂀嶏茀祓艴刜乀䭮髴彿𧿳	敷勿	BXD	phut	pʰut	pʰʋut	pʰɨut꜊
3350	崛	崛	魚勿	gXL	ngut	ŋut	ŋut	ŋɨut꜊
3351	迄	迄仡釳肸忔䒗䛥莔汔	許訖	iYD	hyt	xɨt	xɨt	hɨt꜊
3352	訖	訖吃扢曁䰴	居乞	dYD	kyt	kɨt	kɨt	kɨt꜊
3353	疙	疙屹圪𧆫仡	魚迄	gYD	ngyt	ŋɨt	ŋɨt	ŋɨt꜊
3354	䞘	䞘𢇓	其迄	fYD	gyt	ɡɨt	ɡɨt	ɡɨt꜊
3355	乞	乞䒗契	去訖	eYD	khyt	kʰɨt	kʰɨt	kʰɨt꜊
3356	月	月刖跀𧿁軏抈扤枂鈅玥𦘹	魚厥	gZL	nguot	ŋwət	ŋwət	ŋʷɨɤt꜊
3357	伐	伐筏栰罰閥垡橃䑔瞂拔茷藅坺䣹	房越	CZD	buot	bət	bʋət	bu̯ɨɤt꜊
3358	越	越𨒋粤戉鉞䋐樾蚏曰𥩡𡛟璏熭𣐋𧊎泧	王伐	kZL	uot	wət	wət	ɦʷɨɤt꜊
3359	厥	厥氒蹶𨇮𧽸𧼞瘚劂蕨蟨蟩橜𥕲𠢤欮撅鱖孒𠄌	居月	dZL	kuot	kwət	kwət	kʷɨɤt꜊
3360	𡡕	𡡕𩚴噦黦	於月	hZL	quot	ʔwət	ʔwət	ʔʷɨɤt꜊
3361	𧤼	𧤼鷢橜撅蹷掘赶憠𨬐䞷𣖬𩪜亅	其月	fZL	guot	ɡwət	ɡwət	ɡʷɨɤt꜊
3362	闕	闕㵐𦁐	去月	eZL	khuot	kʰwət	kʰwət	kʰʷɨɤt꜊
3363	髮	髮𩠖𩑛發颰冹	方伐	AZD	puot	pət	pʋət	pu̯ɨɤt꜊
3364	韤	韤韈襪𥄎㒝	望發	DZD	muot	mət	mʋət	mu̯ɨɤt꜊
3365	䬂	䬂䟠泧狘䎀㞽	許月	iZL	huot	xwət	xwət	hʷɨɤt꜊
3366	謁	謁閼暍𢉥黦	於歇	hZD	qyot	ʔət	ʔj̈ət	ʔɨɤt꜊
3367	歇	歇蠍猲𤢔𦪬	許竭	iZD	hyot	xət	xj̈ət	hɨɤt꜊
3368	訐	訐𧼨羯揭𢶆鍻	居竭	dZD	kyot	kət	kj̈ət	kɨɤt꜊
3369	𢷒	𢷒揭竭碣楬	其謁	fZD	gyot	ɡət	ɡj̈ət	ɡɨɤt꜊
3370	㤄	㤄	拂伐	BZD	phuot	pʰət	pʰʋət	pʰu̯ɨɤt꜊
3371	钀	钀	語訐	gZD	ngyot	ŋət	ŋj̈ət	ŋɨɤt꜊
3372	沒	没殁𤣻𩑦𠬛莈	莫勃	DaD	mot	ᵯot	mot	mu̯ot꜊
3373	𣅝	𣅝	土骨	(deleted)		tʰot (ᵯot)	tʰot (mot)	
3374	骨	骨縎鶻滑䮩啒淈汩愲蓇尳㾶榾䓛扢㒴	古忽	daL	kot	qot	qot	ku̯ot꜊
3375	勃	勃渤𩣡𩱚餑𡋯馞悖䄶郣浡𣭷𢠜㪍誖㶿桲孛艴挬脖𦸦鵓	蒲沒	CaD	bot	ᵬot	bot	bu̯ot꜊
3376	咄	咄柮𩢎𩨳	當沒	EaL	tot	tot	tot	tu̯ot꜊
3377	突	宊棁𠫓𡿮㥆䠈	他骨	FaL	thot	tʰot	tʰot	tʰu̯ot꜊
3378	突	突揬腯鼵葖鶟堗𦩤鈯𦔅𣔻凸𡿮鍎	陀骨	GaL	dot	dot	dot	du̯ot꜊
3379	𩑦	𩑦腽殟嗢䯉榅揾淴馧	烏沒	haL	qot	ʡot	ʡot	ʔu̯ot꜊
3380	忽	忽昒㾁匫寣笏䩐曶𨑥啒𣓗㦌𦁕𢑢惚䬍𤶘	呼骨	iaL	hot	χot	χot	hu̯ot꜊
3381	兀	兀扤杌屼矹䦍鼿𦨉䑢𠨜㽾𤴰軏𧈭刖𦬂	五忽	gaL	ngot	ɴot	ɴot	ŋu̯ot꜊
3382	䪬	䪬昢哱㛘馞	普沒	BaD	phot	ᵱʰot	pʰot	pʰu̯ot꜊
3383	𠀽	𠀽硉𨁸𥓎㪐	勒沒	IaL	lot	ɫot	ɫot	lu̯ot꜊
3384	窟	窟顝泏𩑔矻堀𡑧㧾圣㩿𡑣䯇𡼿𥌄胐	苦骨	eaL	khot	qʰot	qʰot	kʰu̯ot꜊
3385	訥	訥㕯肭抐𣧍	內骨	HaL	not	not	not	nu̯ot꜊
3386	窣	窣𪌯𪍛㲞𪖶𪅄㞕	蘇骨	QaL	sot	sot	sot	su̯ot꜊
3387	猝	猝卒𣨛𢪃𥾛	倉沒	OaL	tshot	tsʰot	tsʰot	tsʰu̯ot꜊
3388	捽	捽椊𪘧䚝崪𩩠	昨沒	PaL	dzot	dzot	dzot	dzu̯ot꜊
3389	麧	麧𥝖齕紇淈	下沒	jbD	gheot	ʁət	ʁət	ɦət꜊
