小韻號	廣韻對應小韻號	代表字	全部字	反切
1579	1667	了	了蓼瞭𩯊撩𤁸𥗀𢄺𧘈鄝憭	盧鳥
1580	1668	朓	朓窱	吐鳥
1581	1669	曉	曉䥵	呼鳥
1582	1670	杳	杳窅窈偠騕𨱧㫐苭㫏	烏晈
1583	1671	嬲	嬲嫋𨲂㒟𢸣褭	奴鳥
1584	1672	皛	皛𦯪芍	胡了
1585	1673	窕	窕誂嬥掉	徒了
1586	1674	磽	磽	苦晈
1587	1675	湫	湫𧂈㭂	子了
1588	1676	小	小	私兆
1589	1677	肈	肈兆趙旐狣䍮𤕷鮡	直小
1590	1678	沼	沼	之少
1591	1681	少	少	書沼
1592	1679	夭	夭殀仸	於兆
1593	1682	擾	擾繞遶嬈㹛	而沼
1594	1683	摽	摽鰾顠膘	符小
1595	1684	𪍑	𪍑弨楢	尺紹
1596	1685	縹	縹醥犥顠皫篻蔈瞟	敷沼
1597	1686	眇	眇淼秒杪吵篎𦳥	亡沼
1598	1687	紹	紹佋袑	市沼
1599	1688	矯	矯蟜𥃤敽䚩嬌孂	居沼
1600	1690	表	表褾𧢄	方小
1601	1691	藨	藨殍㰶𦭼㹾麔𧴎	平表
1602a	1692a	鷕	鷕	以沼
1602b	1692b	溔	溔舀	以沼
1603	1693	悄	悄釥	七小
1604	1694	𠢶	𠟿𠢶㩰膘𤃭𨙹	子小
1605	1695	𨲭	𨲭	巨小
1606	1696	繚	繚燎嬌䩍憭𢿞	力小
1607	1698	闄	闄	於小
1608	1689	表	表	方矯
1609	1699	巧	巧	苦絞
1610	1700	澩	澩佼䀊䕧	下巧
1611	1701	飽	飽	博巧
1612	1702	㺒	㺒撓獿	奴巧
1613	1703	昴	昴卯茆媌卯	莫飽
1614	1704	絞	絞狡佼攪姣䀊䕧𢼫烄	古巧
1615	1705	爪	爪䝖瑵抓㕚	側絞
1616	1706	拗	拗𥄀	於絞
1617	1707	鮑	鮑骲𡂟	薄巧
1618	1708	齩	齩	五巧
1619	1710	煼	煼𩱈	楚巧
1620	1712	梢	梢𢾐	所絞
1621	1713	晧	晧昊曎浩鎬滈顥鰝㙱𥢑薃𨛴皓	胡老
1622	1714	抱	抱	薄浩
1623	1715	老	老䝤轑橑潦䕩䵏𩔇𡂕	盧浩
1624	1716	討	討𡘷槄	他浩
1625	1717	道	道稻駣	徒浩
1626	1718	腦	腦𢚰𥒤㛴𩬱	奴浩
1627	1720	倒	倒擣㠀禂壔禱㿒檮	都浩
1628	1719	嫂	嫂燥掃埽𦺋	蘇晧
1629	1721	草	草懆𠹊騲	七掃
1630	1722	早	早澡藻𧃡蚤䲃璪棗璅	子浩
1631	1723	皂	皂𦯑造	昨早
1632	1724	暠	暠杲稾縞夰𣓌㚖槀	古老
1633	1725	好	好	呼浩
1634	1726	蓩	蓩𠔼	武道
1635	1727	寶	寶保堢褓鳵葆𠤏賲宲䎂𩡵	博抱
1636	1728	襖	襖𨱳懊媪芺䐿䯠𪁾䴠	烏浩
1637	1729	考	考栲槁祰丂𣧏攷	苦浩
1638	1730	𦽀	𦽀	五老
1639	1731	哿	哿舸	古我
1640	1759	火	火邩	呼果
1641	1745	果	果猓輠裹蜾划惈	古火
1642	1746	埵	埵鬌挆𦀉朵揣䤪㪜𥠄	丁果
1643	1747	鎖	鎖璅漅葰䈗𢱡惢䵀䣔	蘇果
1644	1748	墮	墮垛𤬾䅜𥬲䩔鬌嶞䲊嫷𥳔𨬍	徒果
1645	1749	妥	妥墮隋橢𨼰	他果
1646	1757	叵	叵頗	普可
1647	1756	跛	跛簸駊	布火
1648	1753	躶	躶瘰蓏蠃	郎果
1649	1758	禍	禍夥	胡果
1650	1760	顆	顆敤	枯果
1651	1751	坐	坐	徂果
1652	1735	爹	爹柁陊𩑸灺袉	徒可
1653	1742	可	可軻	枯我
1654	1736	我	我騀𩒰㧴	五可
1655	1744	左	左	則可
1656	1750	麼	麼	莫可
1657	1741	㰤	㰤㪃𩑸	呼我
1658	1754	婐	婐𥟿	烏果
1659	1755	㛂	㛂𢫷	奴果
1660	1743	𨵅	𨵅椏𣘨㫊	烏可
1661	1739	𢡏	𢡏恀	乃可
1662	1738	㰁	㰁攞𣂞砢	勒可
1663	1752	㛂	姽𠂬	五果
1664	1734	縒	縒	蘇可
1665	1732	瑳	瑳䰈	千可
1666	1733	嚲	嚲䯬䫂	丁可
1667	1740	荷	苛	胡可
1668	1762	䂳	䂳脞硝	倉顆
1669	1761	爸	爸	蒲可
1670	1758	𨘌	䙤	于果
1671	1764	馬	馬碼罵	莫下
1672	1765	者	者赭	之野
1673	1766	野	野也冶	以者
1674	1767	雅	雅疋庌疨㿿	五下
1675	1768	檟	檟嘏假賈斝叚瘕椵	古雅
1676	1770	啞	啞	烏雅
1677	1771	灺	灺	徐雅
1678	1772	下	下夏廈	胡雅
1679	1773	寫	寫瀉𣞐𣬕	悉野
1680	1777	㗿	㗿閜	許下
1681	1776	且	且	七也
1682	1779	跒	跒	苦下
1683	1780	跁	跁䇑	傍下
1684	1778	社	社	市也
1685	1781	捨	捨䬷	書也
1686	1782	姐	姐抯飷	茲野
1687	1783	把	把笆	博下
1688	1784	踝	踝稞黊鮭𢦚𠿜輠𩸄䴹	胡瓦
1689	1785	寡	寡咼	古瓦
1690	1786	瓦	瓦	五寡
1691	1787	𦴈	𦴈惹	人者
1692	1788	鮓	鮓痄謯𥰭	側下
1693	1789	觰	觰	都下
1694	1790	槎	槎㡸痄𡗸	士下
1695	1791	奲	奲撦䰩哆㨋	車下
1696	1792	䋾	䋾	竹下
1697	1793	䋈	䋈	奴下
1698	1794	髁	髁另	口瓦
1699	1795	䂳	䂳	叉瓦
1700	1797	葰	葰	蘇寡
1701	2005	感	感𥸡鱤贛贑灝	古禫
1702	2006	禫	禫䊤黮䨢𥧹髧蓞嘾	徒感
1703	2007	晻	晻黭揞唵罯𤃷㞄黤	烏感
1704	2008	腩	腩湳䈒萳	奴感
1705	2009	襑	襑𥂘肮嗿	他感
1706	2010	歜	歜䰼㣅	徂感
1707	2011	慘	慘憯黲朁傪噆	七感
1708	2012	顉	顉㜝	五感
1709	2013	昝	昝寁撍	子感
1710	2014	糂	糂糣傪粽	素感
1711	2015	坎	坎歁惂竷	苦感
1712	2016	頷	頷㜝撼𢎘淊菡𢃗𢈢欿	胡感
1713	2017	𡒄	𡒄燷顲𨎺醂	盧感
1714	2018	黕	黕眈抌瓭衴	都感
1715	2019	䫲	䫲	呼感
1716	2020	敢	敢橄澉	古覽
1717	2022	覽	覽擥欖㩜	盧敢
1718	2023	菼	菼緂𠪚𦃖	吐敢
1719	2024	膽	膽紞䒞䃫𪆻	都敢
1720	2025	噉	噉澹𥲄憺	徒敢
1721	2026	黲	黲	倉敢
1722	2027	㛧	㛧	謨敢
1723	2028	䭕	䭕	子敢
1724	2029	槧	槧	才敢
1725	2031	埯	埯	安敢
1726		𠿑	𠿑	工覽
1727	1800	養	養痒瀁勨	餘兩
1728	1801	像	像象蟓橡襐	詳兩
1729	1802	獎	㢡䉃槳蔣	即兩
1730	1803	兩	兩魎𣓈脼㔝緉倆	力獎
1731	1805	勥	勥弜誩滰	其兩
1732	1804	鞅	鞅柍秧䬬紻𧵌䒋詇	於兩
1733	1806	仰	仰	魚兩
1734	1807	磢	磢𠞮搶漺	測兩
1735	1808	想	想	息兩
1736	1809	掌	掌𤓯	職兩
1737	1810	爽	爽𦄍鷞㼽	疏兩
1738	1812	敞	敞𢠵氅䟫	昌兩
1739	1811	響	響饗蠁享嚮	許兩
1740	1813	繈	繈鏹襁膙	居兩
1741	1814	丈	丈杖仗㽴	直兩
1742	1815	昶	昶	丑兩
1743	1817	壤	壤䖆䑋穰攘躟孃	如兩
1744	1818	賞	賞𩞧	識兩
1745	1819	髣	髣紡鴋	芳兩
1746	1820	罔	罔䋄𨊾𦬣魍𤣴𦉾	文兩
1747	1821	昉	昉倣瓬	方兩
1748	1822	枉	枉汪㰪𪯉	紆罔
1749	1823	往	往	王兩
1750	1824	怳	怳𧧢	許昉
1751	1827	上	上	時掌
1752	1826	長	長	中兩
1753	1831	䫪	䫪傸	叉丈
1754	1828	臦	臩俇	渠往
1755	1832	蕩	蕩𢠽愓盪璗䑗簜婸𥯕潒	堂朗
1756	1834	廣	廣	古晃
1757	1833	𣡆	𣞙顙磉	蘇朗
1758	1835	榜	榜牓𣮧䰃螃	博朗
1759	1836	駔	駔	子朗
1760	1837	曩	曩	奴朗
1761	1838	沆	沆𡕬	胡朗
1762	1839	曭	曭儻偒戃矘𥯕帑	他朗
1763	1840	莽	莽䁳㬒䒎䥈蟒漭	莫朗
1764	1841	黨	黨欓讜䣊	德朗
1765	1842	朗	朗㝗	盧黨
1766	1843	坱	坱眏泱𨠗姎䇦	烏朗
1767	1844	慷	慷懬䡉	苦朗
1768	1845	㳹	㳹	烏晃
1769	1846	晃	晃幌櫎榥滉攩	胡廣
1770	1847	髈	髈䒍	普朗
1771	1848	慌	慌爌𡧽𣆖	虎晃
1772	1849	䴚	䴚	各朗
1773	1851	奘	奘	在朗
1774	1855	梗	梗挭哽郠鯁綆埂𦵸	古杏
1775	1856	丙	丙昞怲邴秉抦寎	兵永
1776	1857	警	警景境璥㯳憼蟼	几影
1777	1858	影	影璄摬䭘	於丙
1778	1859	省	省眚㾪㼳渻	所景
1779	1860	永	永	榮丙
1780	1862	皿	皿𥥊𥁰	武永
1781	1863	憬	憬囧煚臩	舉永
1782	1864	杏	杏荇	何梗
1783	1865	猛	猛𥋝蜢鱦艋鼆鄳	莫杏
1784	1866	礦	礦𪍿獷穬鄳	古猛
1785	1868	盯	盯	張梗
1786	1869	瑒	瑒	徒杏
1787	1870	䁝	䁝	烏猛
1788	1871	打	打	德冷
1789	1872	冷	冷	魯打
1790	1874	鮩	鮩	蒲杏
1791	1877	耿	耿𥉔	古幸
1792	1878	䁅	䁅黽	武幸
1793	1879	幸	幸倖㼬	胡耿
1794	1880	𠊧	𠊧𩶁	蒲幸
1795	1881	皏	皏	普幸
1796	1882	靜	靜睜妌𩇕靖竫猙	疾郢
1797	1883	整	整	之郢
1798	1884	逞	逞騁悜裎䩶	丑郢
1799	1885	郢	郢梬浧	以整
1800	1886	痙	痙𠗊	其郢
1801	1887	潁	潁穎	餘頃
1802	1888	領	領嶺柃徎阾袊	李郢
1803	1889	頸	頸	居郢
1804	1890	餅	餅屏	必郢
1805	1891	頃	頃㩩檾	去潁
1806	1892	井	井𨙷	子郢
1807	1893	癭	癭廮𨟙	於郢
1808	1894	請	請睛	七靜
1809	1895	省	省睈	息井
1810	1896	慏	慏	彌井
1811	1897	徎	徎𣵹	丈井
1812	1898	迥	迥冋炯	戶鼎
1813	1899	泂	泂熲炅𥈀𠖷蝙	古鼎
1814	1900	茗	茗嫇酩瀴眳	莫迥
1815	1901	頂	頂奵酊耵鼎薡打㞟葶	丁挺
1816	1902	挺	挺艇鋌梃娗訂誔	徒鼎
1817	1903	珽	珽圢脡侹町頲侱艼𦉬𡈼	他鼎
1818	1904	汫	汫	徂醒
1819	1905	濙	濙	烏迥
1820	1906	謦	謦廎汫漀	去挺
1821	1907	𩕳	𩕳聹䔭䗿	乃挺
1822	1908	婞	婞涬𩷏鋞𢙼脛	下娗
1823	1909	醒	醒箵	蘇挺
1824	1910	鞞	鞞	補鼎
1825	1911	褧	褧檾烓	口迥
1826	1912	剄	剄烴	古挺
1827	1913	頩	頩	匹迥
1828	1915	笭	笭冷𦊓	力鼎
1829	1916	竝	竝鮩併	萍迥
1830	1918	䀴	䀴	五冷
1831	1927	有	有右䳑友䀁𥁓栯	云久
1832	1928	柳	柳瀏綹𨋖茆罶嬼䉧熮𪕚𩖴	力久
1833	1930	丑	丑杻	勅久
1834	1929	紐	紐狃鈕扭𢔟莥䏔𨙺	女久
1835	1931	肘	肘𤶡	陟柳
1836	1932	朽	朽㽲殠	許久
1837	1933	久	久九玖灸韭𡚮	舉有
1838	1934	首	首手守䭭𦣻	書久
1839	1935	醜	醜𧃝	處久
1840	1936	湫	湫愀	在久
1841	1937	婦	婦䘀負萯蝜阜𪃓菩㷆䧞𧌈	房久
1842	1938	缶	缶缹否𡜊痞殕鴀不不	方久
1843	1940	蹂	蹂楺厹沑葇	人久
1844	1939	糗	糗	去久
1845	1941	舅	舅咎臼齨麔䳎䊆	強久
1846	1942	紂	紂䈙鮦𦡴	直柳
1847	1943	酉	酉牖誘卣楢莠羑庮蜏輶禉𨙃𨖯	与久
1848	1945	滫	滫䋶	息有
1849	1944	受	受壽𨞪綬	植酉
1850	1946	䬀	䬀䱂懮	於柳
1851	1947	酒	酒	子酉
1852	1948	溲	溲	疏有
1853	1949	帚	帚鯞	之久
1854	1950	㤱	㤱紑	芳酒
1855	1951	掫	掫	側久
1856	1955	厚	厚後后郈㖃	胡口
1857	1956	母	母牡某拇𠭇莽踇䳇罙	莫厚
1858	1957	部	部犃瓿㟝䍌䴺篰	蒱口
1859	1958	斗	斗枓阧蚪襡	當口
1860	1959	𪌘	𪌘妵黈蘣𩿢䱏	他后
1861	1960	苟	苟玽狗垢笱耇詬茩岣	古厚
1862	1961	藕	藕偶耦髃㼴	五口
1863	1962	㨐	㨐掊	方垢
1864	1963	㝅	穀㳶𡭾陾	乃口
1865	1964	藪	藪籔叟嗾瞍謏擻䏂駷橾	蘇后
1866	1965	吼	吼吽㖃蚼	呼后
1867	1966	剖	剖婄蔀䳝	普厚
1868	1967	歐	歐毆㸸㰶摳	烏口
1869	1968	塿	塿嘍甊簍𪍣謱箁嶁	盧斗
1870	1969	走	走	作口
1871	1970	口	口扣㸸釦叩𧥣𨙫竘	苦厚
1872	1971	䕆	䕆𨪐揄𠁁𩿢	徒口
1873	1972	鯫	鯫	士垢
1874	1973	取	取掫	倉垢
1875	1974	黝	黝怮眑泑𧍘	於糾
1876		愀	愀	茲糾
1877	1975	糾	糾赳	居黝
1878	1976	蟉	蟉	渠糾
1879	1977	寑	寑寢梫𦯈鋟	七稔
1880	1978	朕	朕	直稔
1881	1979	坅	坅	丘甚
1882	1980	廩	𢊬懔菻澟醂顲𤎭	力稔
1883	1981	罧	罧伈	斯稟
1884	1983	䤐	䤐䫖	子甚
1885	1982	踸	踸	褚甚
1886	1984	荏	荏餁恁稔栠腍䇮𢆉	如甚
1887	1985	枕	枕䪴䫬	之稔
1888	1986	沈	沈審㰂瞫諗㜤䀢𤎭䰼	式稔
1889	1988	甚	甚訦	食枕
1890	1987	椹	椹	食稔
1891	1989	瀋	瀋	尺甚
1892	1990	墋	墋醦磣	初朕
1893	1991	拰	拰	尼甚
1894	1992	噤	噤䫴凚	渠飲
1895	1994	蕈	蕈	慈錦
1896	1993	錦	錦	居飲
1897	1995	僸	僸趛	牛錦
1898	1996	㾕	㾕瘮	疏錦
1899	1997	禀	禀	筆錦
1900	1998	飲	飲𤃷	於錦
1901	1999	品	品	披飲
1902	2004	𩖄	𩖄	仕瘮
1903	2001	廞	廞	羲錦
1904	2002	㱽	㱽	竹甚
1905	2000	𩒣	𩒣	卿飲
1906	2033	琰	琰剡𨁹扊棪䌪燄	以冉
1907	2034	斂	斂薟嬚䭑溓羷䌞	力冉
1908	2035	險	險獫㛍譣𩏩	虛檢
1909	2036	貶	貶	方冉
1910	2038	𩑳	𩑳嵰	丘檢
1911	2039	儼	儼顩广隒礹嬐𨣻嶮噞	魚檢
1912	2040	儉	儉芡	巨險
1913	2041	檢	撿檢瞼	居儼
1914	2042	黶	黶𥜒檿媕擪酓	於琰
1915	2043	冉	冉姌染苒𥬕𩃵䎃䣸	而琰
1916	2044	陕	陝睒閃𡟨睫	失冉
1917	2045	諂	諂讇	丑琰
1918	2046	奄	奄𩃗䣍掩閹渰𣃧㭺𡹮𤗎罨䄋弇	應儉
1919	2047	漸	漸𥕌嚵蔪蹔	自冉
1920	2048	憸	憸𨣲	七漸
1921	2049	䭕	䭕	子冉
1922	2050	脥	脥	苦斂
1923	2052	忝	忝䄼銛	他點
1924	2053	淰	淰㜤𨸱	乃簟
1925	2054	㸃	點玷𦒻㓠	多忝
1926	2055	簟	簟扂蕈橝驔	徒玷
1927	2056	嗛	嗛歉慊	苦簟
1928	2057	稴	䆂	盧忝
1929	2058	鼸	鼸嗛㺌	下忝
1930	2060	孂	孂	居點
1931	2061	𡕢	𡕢	明忝
1932	1919	拯	拯	
1933	1923	等	等	多肯
1934	1924	倗	倗	普等
1935	1925	肯	肯	苦等
1936	2065	豏	豏減濫㺝𥻇	下斬
1937	2066	湛	湛偡	徒減
1938	2067	㦿	㦿撖䫡	苦減
1939	2068	鹻	鹻減𥳒鹼	古斬
1940	2069	瀺	瀺	士減
1941	2072	䑎	䑎	初減
1942	2070	臉	臉	力減
1943	2073	闞	闞欦	火斬
1944	2074	摻	摻	所斬
1945	2076	喊	喊	呼減
1946	2077	㘝	㘝	女減
1947	2078	𠑑	𠑑	丑減
1948	2079	檻	檻艦𨏊轞㺌壏𡞣𥽏	胡黤
1949	2081	㨻	㨻㺑	山檻
1950	2082	黤	黤𪒠黯	於檻
1951	2083	醶	醶	初檻
1952	2084	㺖	㺖	荒檻
1953	2085	巉	巉嵁	士檻
1954	2062	广	广	虞埯
1955		險	險	希埯
1956	2064	埯	埯	應广
1957	2063	㪁	㪁	丘广
1958	2086	范	范範犯𧍙	苻凵
1959	2089	凵	凵	丘范
1960	2087	𡕢	𡕩	明范
1961	2092	送	送	蘇弄
1962	2093	鳳	鳳	馮貢
1963	2094	貢	貢贛𣹟虹㔶䇨𧆐㯯	古送
1964	2095	弄	弄𢙱礱梇哢	盧貢
1965	2096	涷	涷凍棟湩䍶	多貢
1966	2097	控	控倥悾鞚	苦貢
1967	2098	糉	糉倊㚇鯼䁓	作弄
1968	2099	甕	甕𪖵𦉥	烏貢
1969	2100	𧩪	𧩟	千弄
1970	2101	洞	洞峒胴詷慟筒駧衕迵㢥眮絧㗢	徒弄
1971	2102	痛	痛蘣	他弄
1972	2103	仲	仲	直衆
1973	2104	諷	諷	方鳳
1974	2105	焪	焪	去諷
1975	2106	夢	夢瞢鄸䠢㝱	莫諷
1976	2107	𧽒	𧽒䠗	香仲
1977	2108	幪	幪霿艨	莫弄
1978	2110	賵	賵䵄	孚鳳
1979	2109	趥	趥	千仲
1980	2112	中	中衷	陟仲
1981	2113	哄	哄𩰓	胡貢
1982	2114	齈	齈癑	奴凍
1983	2115	衆	衆	之仲
1984	2116	銃	銃	充仲
1985	2117	㓽	㓽	士仲
1986	2119	宋	宋𧩟	蘇統
1987	2120	綜	綜䝋	子宋
1988	2121	統	統𪎽	他宋
1989	2122	雺	雺	莫綜
1990	2123	䃔	䃔㗢	戶宋
1991	2124	用	用𦤘	余共
1992	2125	頌	頌誦訟	似用
1993	2126	俸	俸縫捀	房用
1994	2127	共	共	渠用
1995	2128	葑	葑封	方用
1996	2129	供	供	居用
1997	2130	雍	雍	於用
1998	2132	縱	縱瘲	子用
1999	2131	湩	湩	竹用
2000	2133	蹱	儱	他用
2001	2134	䩸	𩊐𩼅	而用
2002	2135	種	種	之用
2003	2136	重	重	持用
2004	2137	贚	贚	良用
2005	2138	恐	恐𦶐	區用
2006	2139	從	從	疾用
2007	2133	憃	憃	丑用
2008	2141	絳	絳虹降洚	古巷
2009	2142	巷	巷衖闀	胡降
2010	2146	漴	漴	士巷
2011	2144	䡴	䡴幢憧	直降
2012	2145	𥈄	𥈄䚎	丑巷
2013	2147	肨	肨	普降
2014	2143	戇	戇	丁降
2015	2148	䎫	䎫	叉降
2016	2150	寘	寘忮伎觶䚳㩼伿	支義
2017	2151	避	避比	婢義
2018	2152	惴	惴𦥻	之睡
2019	2153	詈	詈荔離珕𥶾㿛	力智
2020	2154	豉	豉鯷䊓	是義
2021	2155	積	積𣢃	紫智
2022	2156	賜	賜澌批	斯義
2023	2157	爲	爲	榮僞
2024	2158	䞈	䞈攱𡧭	詭僞
2025	2159	帔	帔	披義
2026	2160	賁	賁佊詖藣	彼義
2027	2161	髲	髲被鞁㢰備𤿙	皮義
2028	2162	累	累	羸僞
2029	2163	寄	寄䐀	居義
2030	2164	臂	臂	卑義
2031	2165	芰	芰騎㧘汥輢鬾	奇寄
2032	2166	剌	剌𢈠束䓶庛蛓䛋㡹誎	此豉
2033	2167	易	易	以豉
2034		㑥	㑥伿㒾	神伎
2035	2168	議	議𧨏義	宜寄
2036	2169	譬	譬㵨	匹義
2037	2170	漬	漬㱴胔眥𦎸	在智
2038	2171	智	智	知義
2039	2172	倚	倚	於義
2040	2173	縋	縋槌膇錘腄甀硾	池累
2041	2174	吹	吹䶴	尺僞
2042	2175	戲	戲	羲義
2043	2176	企	企𢺵跂蚑	去智
2044	2177	縊	縊	於賜
2045	2178	翅	翅施啻鍦翨䗐	施智
2046	2179	屣	屣灑𩌦曬	所寄
2047	2181	餧	餧䍴	於僞
2048	2180	觖	觖	窺瑞
2049	2182	僞	僞	危賜
2050	2184	恚	恚	於避
2051	2185	睡	睡瑞𨿠䅜	是僞
2052	2186	馶	馶	舉企
2053	2187	䄲	䄲	而睡
2054		縻	縻	靡寄
2055	2188	卶	卶	充豉
2056	2189	瀡	瀡䅗	思累
2057	2190	娷	娷諈	竹恚
2058	2191	瓗	瓗纗	以睡
2059	2192	諉	諉㢻	女恚
2060	2197	至	至摯鷙礩鴲䲀𩊝𢜀䥍贄	脂利
2061	2198	位	位	洧冀
2062	2199	郿	郿媚魅篃娓䉋煝	美祕
2063	2200	遂	遂彗𡑞襚旞璲穗檖燧𨽡澻𦼯䔹韢鐆穟	徐醉
2064	2201	醉	醉欈	將遂
2065	2202	邃	邃祟誶粹彗㥞睟	雖遂
2066	2203	類	類淚禷瓃䇐𦝭	力遂
2067	2204	祕	秘毖閟枈轡柲泌鄪䀣粊	鄙媚
2068	2205	匱	匱饋蕢𦆠櫃㙺鞼𩏡	逵位
2069	2206	濞	濞嚊䑄㿙𦤢	匹備
2070	2207	備	備奰䑄糒犕贔𩎓𣖾㸢䨽	平祕
2071	2208	愧	愧騩𧢦	軌位
2072	2209	帥	帥率	所類
2073	2210	喟	喟樻䯣䰎尯	丘愧
2074	2211	豷	豷燹	許僞
2075	2212	嗜	嗜視眎	常利
2076	2213	利	利䬆𦴷䚕涖	力至
2077	2214	膩	膩𥇄䣵	女利
2078	2216	劓	劓	魚器
2079	2215	屁	屁	匹鼻
2080	2217	致	致懫躓疐𨎐騺𣱐駤㨖質	陟利
2081	2218	棄	弃㞓夡	詰利
2082	2220	寐	寐	蜜二
2083	2219	緻	緻稚遟𥣦𠊷𢴧謘𦥐治	直利
2084	2221	杘	杘誺嚜跮訵𡳭𦥊	丑利
2085	2222	冀	冀覬穊𩦸洎懻	几利
2086	2223	臮	臮曁洎垍㴪鱀	其器
2087	2224	悸	悸𡬄痵	其季
2088	2225	翠	翠臎濢	七醉
2089	2226	二	二貳樲	而至
2090	2227	姿	姿恣㰷	資四
2091	2228	次	次䳐佽䰍絘䯸𩾔㰷	七四
2092	2229	懿	懿㙪饐欭撎	乙利
2093	2230	四	四肆𢪾泗牭蕼肂	息利
2094	2231	器	器	去冀
2095	2232	季	季瞡	癸悸
2096	2233	鼻	鼻比枇襣𤹝䃾坒䫁䑄芘	毗四
2097	2234	䁤	𬑣睢婎	許鼻
2098	2235	𤷒	𤷒畀庇𤹝	必至
2099	2236	萃	萃顇㱖瘁	疾醉
2100	2237	地	地	徒四
2101	2238	齂	齂屓𤡬呬䨳㕧	許器
2102	2239	肄	𨽹殔𥿫隶㣇貤㡼	羊至
2103	2240	示	示謚𮋭	神至
2104	2241	自	自嫉	疾二
2105	2242	墜	墜懟	直類
2106	2243	出	出	尺類
2107	2246	轛	轛𨓋	追顇
2108	2244	遺	遺𤀷𢣘䜜蜼䗽	以醉
2109	2248	屍	屍	矢利
2110	2247	痓	痓	充至
2111	2249	㿷	㿷	楚□
2112	2245	侐	侐	火季
2113	2251	志	志娡䓌誌	之吏
2114	2252	值	值植治	直吏
2115	2253	寺	寺嗣飤	辝吏
2116	2254	蚝	蚝	七吏
2117	2255	笥	笥伺	相吏
2118	2256	試	試弑𢡠	式吏
2119	2257	胾	胾椔鶅事	側吏
2120	2258	吏	吏𢟤	力置
2121	2259	字	字牸孳芓	疾置
2122	2260	眙	眙佁䰡	丑吏
2123	2261	餌	餌珥衈咡刵毦洱㛅眲䎶䏪佴	仍吏
2124	2262	駛	𩢲使𣳪𨽄𣬐𩰢	所吏
2125	2263	廁	廁	初吏
2126	2264	異	異异	餘吏
2127	2265	置	置	陟吏
2128	2267	事	事𢐂𩛌	鋤吏
2129	2266	侍	侍𦸎秲	時吏
2130	2268	忌	忌邔惎䋟鱀諅鵋㥍𢍁	渠記
2131	2269	熾	熾饎𢨀幟	尺志
2132	2270	意	意鷾䵝亄	於記
2133	2271	記	記	居吏
2134	2274	亟	亟唭	去吏
2135	2272	憙	𢝫咥	虛記
2136	2273	䰯	䰯譺㽈儗	魚記
2137		䔬	䔬	焉記
2138	2275	未	未味菋𩑵䅏	無沸
2139	2276	貴	貴瞶	居謂
2140	2277	謂	謂胃㥜媦𦩝緯渭蝟煟彚𢍚𦳢䬑𩹂緭	云貴
2141	2278	魏	魏犩	魚貴
2142	2279	沸	沸疿誹芾㹃䘠	府謂
2143	2280	費	費髴胇𣙿	芳味
2144	2281	𥽂	𥽂	丘畏
2145	2282	慰	慰尉畏罻熨蔚犚𧕈褽	於謂
2146	2283	諱	諱卉	許貴
2147	2284	怫	怫𮂮䠊腓菲屝翡蜚䨾狒䆏	扶沸
2148	2285	既	既暨禨	居未
2149	2286	毅	毅𢖫藙豙	魚既
2150	2287	氣	氣乞	去既
2151	2288	欷	欷唏墍餼愾鎎摡忥𩜐䀈	許既
2152	2290	衣	衣	於既
2153	2293	據	據鋸倨踞椐澽𧣻豦	居御
2154	2291	御	御馭語	魚據
2155	2292	慮	慮勴鑢攄𩥆	力據
2156	2294	覰	覰䏣坥	七慮
2157	2295	㰦	㰦去麮呿胠㧁	却據
2158	2296	署	署曙	常據
2159	2297	恕	恕庶樜	式據
2160	2298	著	著	張慮
2161	2299	䬡	䬡𤳯䭖𤳐	之據
2162	2300	疏	疏	所據
2163	2301	飫	飫瘀鄔醧棜淤𢮁𡫽菸	於據
2164	2303	遽	遽勮詎	渠據
2165	2304	絮	絮	息據
2166	2305	助	助耡麆	鋤據
2167	2306	怚	怚沮	子據
2168	2307	詛	詛	側據
2169	2308	洳	洳茹	而據
2170	2309	豫	豫預𩦡譽礜輿鸒悆𪋮𣝑𡒊𡱣	余據
2171	2311	女	女	娘據
2172	2302	筯	筯㾻	直據
2173	2312	楚	楚	初據
2174	2314	悇	悇	勅慮
2175	2313	處	處	杵去
2176	2316	遇	遇寓𤸒禺	虞樹
2177	2317	嫗	嫗	紆遇
2178	2318	樹	樹𦒸澍𠊪	殊遇
2179	2319	住	住牏	持遇
2180	2320	附	附坿祔賻駙鮒胕𠪻蚹	符遇
2181	2321	注	注疰罜㹥鑄馵澍㺛祩	之戍
2182	2322	屨	屨句蒟絇瞿邭䀠	俱遇
2183	2323	煦	煦酗姁𧏺	香句
2184	2324	戍	戍腧輸𧼯隃䩱	傷遇
2185	2325	裕	裕覦諭𥸤𠕦	羊孺
2186	2326	孺	孺乳檽	而遇
2187	2327	赴	赴𠓗訃仆簠䎷䞯	撫遇
2188	2328	務	務婺霧騖𦎦䨁㡔嵍敄𨂣𦆞𧐙	武遇
2189	2329	緅	緅足	子句
2190	2330	懼	懼具臞	其遇
2191	2331	芋	芋䨒䨞	羽遇
2192	2341	屢	屢	李遇
2193	2332	𡒍	𡒍聚	才句
2194	2333	捒	捒𢿙	色句
2195	2334	付	付賦傅陚𩬙搏	府遇
2196	2335	娶	娶趣	七句
2197	2336	註	註鉒駐軴壴亍	中句
